|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|numexpress|rdeco|count_word_text|count_word_sent
429|много|много|много|ADVB|412|25|8|BADW|||4|1.0
430|меньше|меньше|меньше|COMP|413|25|9||||4|1.0
431|на|на|на|PRCL|414|25|10|BADW|||65|1.0
432|тяжёлый|тяжёлых|тяжёлых|ADJF|415|25|11||||1|1.0
433|танк|танках|танках|NOUN|416|25|12|SPEC|||20|2.0
434|.|.|.|PNCT|417|25|13|PNCT|||156|1.0
435|что|что|Что|PRCL|418|26|1|BADW|||25|1.0
436|важно|важно|важно|ADVB|419|26|2|BADW|||3|1.0
437|они|они|они|NPRO|420|26|3|BADW|||10|1.0
438|там|там|там|ADVB|421|26|4|BADW|||17|1.0
439|все|все|все|PRCL|422|26|5|BADW|||3|1.0
440|умещаюсь|умещаются|умещаются|VERB|423|26|6||||1|1.0
441|в|в|в|NOUN|424|26|7|BADW|||85|1.0
442|куда|куда|куда|CONJ|425|26|8|BADW|||4|1.0
443|меньший|меньший|меньший|ADJF|426|26|9||||2|1.0
444|габарит|габарит|габарит|NOUN|427|26|10||||4|1.0
445|.|.|.|PNCT|428|26|11|PNCT|||156|1.0
446|если|если|Если|CONJ|429|27|1|BADW|||10|1.0
447|этот|это|это|ADJF|430|27|2|BADW|||50|1.0
448|выглядел|выглядит|выглядит|VERB|431|27|3||||1|1.0
449|странный|странным|странным|ADJF|432|27|4||||1|1.0
450|1,2т|с шиной 1,2 то|с шиной 1,2 то|NUSR|433|27|5|NUSR|19||1|1.0
451|с|с|с|NOUN|433|27|5|BADW|||27|2.0
452|шина|шиной|шиной|NOUN|434|27|6||||16|1.0
453|1,2|1,2|1,2|NUSR|435|27|7|NUSR|||2|1.0
454|тот|то|то|ADJF|436|27|8|BADW|||22|1.0
455|танк|танк|танк|NOUN|437|27|9|SPEC|||20|1.0
456|как|как|как|ADVB|438|27|10|BADW|||19|1.0
457|раз|раз|раз|CONJ|439|27|11|BADW|||12|1.0
459|с|с|с|NOUN|440|27|12|BADW|||27|2.0
458|0,75|с катками 0,75|с катками 0,75|NUSR|440|27|12|NUSR|20||2|2.0
460|каток|катками|катками|NOUN|441|27|13||||16|1.0
461|0,75|0,75|0,75|NUSR|442|27|14|NUSR|||2|2.0
462|.|.|.|PNCT|443|27|15|PNCT|||156|1.0
463|тот|то|То|ADJF|444|28|1|BADW|||22|1.0
464|есть|есть|есть|VERB|445|28|2|BADW|||34|1.0
465|в|в|в|NOUN|446|28|3|BADW|||85|1.0
466|семь|семи|семи|NUMR|447|28|4||||3|2.0
467|метровый|метровый|метровый|ADJF|448|28|5||||2|1.0
468|корпус|корпус|корпус|NOUN|449|28|6||||20|1.0
469|нормально|нормально|нормально|ADVB|450|28|7|BADW|||3|1.0
470|встал|встанет|встанет|VERB|451|28|8||||1|1.0
471|семь|семь|семь|NUMR|452|28|9||||3|2.0
472|ося|осей|осей|NOUN|453|28|10||||4|1.0
473|с|с|с|NOUN|454|28|11|BADW|||27|1.0
474|шина|шинами|шинами|NOUN|455|28|12||||16|2.0
475|скажем|скажем|скажем|CONJ|456|28|13|BADW|||1|1.0
477|по|по|по|PREP|457|28|14|BADW|||39|1.0
476|0,9м|по 0,9 метра|по 0,9 метра|NUSR|457|28|14|NUSR|21||1|1.0
478|0,9|0,9|0,9|NUSR|458|28|15|NUSR|||2|1.0
479|метр|метра|метра|NOUN|459|28|16||||15|1.0
480|,|,|,|PNCT|460|28|17|PNCT|||239|3.0
481|они|они|они|NPRO|461|28|18|BADW|||10|1.0
482|ещё|ещё|ещё|ADVB|462|28|19|BADW|||17|1.0
483|торчу|торчат|торчат|VERB|463|28|20||||1|1.0
484|ведь|ведь|ведь|CONJ|464|28|21|BADW|||5|1.0
485|за|за|за|PREP|465|28|22|BADW|||5|1.0
486|габарит|габарит|габарит|NOUN|466|28|23||||4|1.0
487|,|,|,|PNCT|467|28|24|PNCT|||239|3.0
488|и|и|и|PRCL|468|28|25|BADW|||104|2.0
489|между|между|между|PREP|469|28|26|BADW|||4|1.0
490|шина|шинами|шинами|NOUN|470|28|27||||16|2.0
491|нормальный|нормальное|нормальное|ADJF|471|28|28||||2|2.0
492|расстояние|расстояние|расстояние|NOUN|472|28|29||||1|1.0
493|,|,|,|PNCT|473|28|30|PNCT|||239|3.0
494|и|и|и|PRCL|474|28|31|BADW|||104|2.0
495|давление|давление|давление|NOUN|475|28|32||||4|1.0
496|на|на|на|PRCL|476|28|33|BADW|||65|1.0
497|грунт|грунт|грунт|NOUN|477|28|34||||4|1.0
498|вышел|выйдет|выйдет|VERB|478|28|35||||7|1.0
499|нормальный|нормальное|нормальное|ADJF|479|28|36||||2|2.0
500|.|.|.|PNCT|480|28|37|PNCT|||156|1.0
501|полный|полная|Полная|ADJF|481|29|1||||9|1.0
502|ширина|ширина|ширина|NOUN|482|29|2||||7|1.0
503|корпус|корпуса|корпуса|NOUN|483|29|3||||20|2.0
504|может|может|может|CONJ|484|29|4|BADW|||3|1.0
505|иметь|иметь|иметь|INFN|485|29|5||||1|1.0
506|один|одно|одно|ADJF|486|29|6||||5|1.0
507|решение|решение|решение|NOUN|487|29|7||||2|1.0
508|,|,|,|PNCT|488|29|8|PNCT|||239|3.0
509|этот|это|это|ADJF|489|29|9|BADW|||50|1.0
510|под|под|под|PREP|490|29|10|BADW|||17|1.0
511|4м|4 метра|4 метра|NUSR|491|29|11|NUSR|22||2|1.0
512|4|4|4|NUMB|491|29|11|NUMB|||7|1.0
513|метр|метра|метра|NOUN|492|29|12||||15|1.0
514|ширин|ширины|ширины|NOUN|493|29|13||||7|1.0
515|что|что|что|PRCL|494|29|14|BADW|||25|3.0
516|плохо|плохо|плохо|ADVB|495|29|15|BADW|||3|3.0
517|,|,|,|PNCT|496|29|16|PNCT|||239|3.0
518|или|или|или|CONJ|497|29|17|BADW|||11|2.0
519|постановка|постановку|постановку|NOUN|498|29|18||||2|1.0
520|корпус|корпуса|корпуса|NOUN|499|29|19||||20|2.0
521|то|т-образного|Т-образного|TITL|500|29|20|TITL|||1|1.0
522|что|что|что|PRCL|501|29|21|BADW|||25|3.0
523|плохо|плохо|плохо|ADVB|502|29|22|BADW|||3|3.0
524|,|,|,|PNCT|503|29|23|PNCT|||239|3.0
525|или|или|или|CONJ|504|29|24|BADW|||11|2.0
526|посадка|посадку|посадку|NOUN|505|29|25||||2|1.0
527|народ|народа|народа|NOUN|506|29|26||||2|1.0
528|сидя|сидя|сидя|ADVB|507|29|27|BADW|||1|1.0
529|лицо|лицом|лицом|NOUN|508|29|28||||2|2.0
530|к|к|к|NOUN|509|29|29|BADW|||5|1.0
531|лицо|лицу|лицу|NOUN|510|29|30||||2|2.0
532|что|что|что|PRCL|511|29|31|BADW|||25|3.0
533|тоже|тоже|тоже|PRCL|512|29|32|BADW|||4|1.0
534|плохо|плохо|плохо|ADVB|513|29|33|BADW|||3|3.0
535|.|.|.|PNCT|514|29|34|PNCT|||156|1.0
536|вариант|вариант|Вариант|NOUN|515|30|1||||3|1.0
537|как|как|как|ADVB|516|30|2|BADW|||19|1.0
538|в|в|в|NOUN|517|30|3|BADW|||85|1.0
539|блог|блоге|блоге|NOUN|518|30|4||||6|1.0
540|на|на|на|PRCL|519|30|5|BADW|||65|1.0
541|25т|25т|25т|NUSR|520|30|6|NUSR|||7|1.0
542|.|.|.|PNCT|521|30|7|PNCT|||156|1.0
543|а|а|А|CONJ|522|31|1|BADW|||36|1.0
544|как|как|как|ADVB|523|31|2|BADW|||19|1.0
545|сделать|сделать|сделать|INFN|524|31|3||||6|1.0
546|тот|то|то|ADJF|525|31|4|BADW|||22|1.0
547|.|.|.|PNCT|526|31|5|PNCT|||156|1.0
548|да|да|Да|INTJ|527|32|1|BADW|||8|1.0
549|очень|очень|очень|ADVB|528|32|2|BADW|||4|1.0
550|просто|просто|просто|PRCL|529|32|3|BADW|||5|1.0
551|,|,|,|PNCT|530|32|4|PNCT|||239|1.0
552|не|не|не|PRCL|531|32|5||||39|1.0
553|над|надо|надо|PREP|532|32|6|BADW|||8|1.0
554|пихать|пихать|пихать|INFN|533|32|7||||1|1.0
555|туда|туда|туда|ADVB|534|32|8|BADW|||4|1.0
556|16ч|16 человек|16 человек|NUSR|535|32|9|NUSR|23||1|1.0
557|16|16|16|NUMB|535|32|9|NUMB|||1|1.0
558|человек|человек|человек|NOUN|536|32|10||||2|1.0
559|.|.|.|PNCT|537|32|11|PNCT|||156|1.0
560|этот|это|Это|ADJF|538|33|1|BADW|||50|2.0
561|же|же|же|PRCL|539|33|2|BADW|||11|1.0
562|уже|уже|уже|PRCL|540|33|3|BADW|||6|1.0
563|явно|явно|явно|ADVB|541|33|4|BADW|||2|1.0
564|не|не|не|PRCL|542|33|5||||39|1.0
565|бтр|бтр|БТР|ABVR|543|33|6|SPEC|||5|1.0
566|,|,|,|PNCT|544|33|7|PNCT|||239|1.0
567|конечно|конечно|конечно|PRCL|545|33|8|BADW|||4|1.0
568|т-15|т-15|Т-15|DSNU|546|33|9|DSNU|||2|1.0
569|круто|круто|круто|ADVB|547|33|10|BADW|||1|1.0
570|везу|везёт|везёт|VERB|548|33|11||||1|1.0
572|2|2|2|NUMB|549|33|12|NUMB|||15|1.0
571|2о|2 отряда|2 отряда|NUSR|549|33|12|NUSR|24||1|1.0
573|отряд|отряда|отряда|NOUN|550|33|13||||3|1.0
574|этот|это|это|ADJF|551|33|14|BADW|||50|2.0
575|экономия|экономия|экономия|NOUN|552|33|15||||1|1.0
576|деньга|денег|денег|NOUN|553|33|16||||1|1.0
577|и|и|и|PRCL|554|33|17|BADW|||104|1.0
578|броня|брони|брони|NOUN|555|33|18|SPEC|||28|1.0
579|там|там|там|ADVB|556|33|19|BADW|||17|1.0
580|за|за|за|PREP|557|33|20|BADW|||5|1.0
581|счёт|счёт|счёт|NOUN|558|33|21||||1|1.0
582|большой|большой|большой|ADJF|559|33|22||||3|1.0
583|масса|массы|массы|NOUN|560|33|23||||12|1.0
584|огого-го|огого-го|огого-го|UNKN|561|33|24|UNKN|||1|1.0
585|.|.|.|PNCT|562|33|25|PNCT|||156|1.0
586|колея|колея|Колея|NOUN|563|34|1||||2|1.0
587|у|у|у|INTJ|564|34|2|BADW|||18|2.0
588|она|неё|неё|NPRO|565|34|3|BADW|||4|1.0
589|3,4м|3,4 метра|3,4 метра|NUSR|566|34|4|NUSR|25||1|1.0
590|3,4|3,4|3,4|NUSR|566|34|4|NUSR|||2|2.0
591|метр|метра|метра|NOUN|567|34|5||||15|2.0
592|,|,|,|PNCT|568|34|6|PNCT|||239|3.0
593|так|так|так|ADVB|569|34|7|BADW|||9|1.0
594|стоп|стоп|стоп|INTJ|570|34|8|BADW|||1|1.0
595|,|,|,|PNCT|571|34|9|PNCT|||239|3.0
596|там|там|там|ADVB|572|34|10|BADW|||17|1.0
597|явно|явно|явно|ADVB|573|34|11|BADW|||2|1.0
599|3,4|3,4|3,4|NUSR|574|34|12|NUSR|||2|2.0
598|3,4и|3,4 и|3,4 и|NUSR|574|34|12|NUSR|26||1|1.0
600|и|и|и|PRCL|575|34|13|BADW|||104|1.0
601|т-14|т-14|Т-14|DSNU|576|34|14|DSNU|||3|1.0
602|тоже|тоже|тоже|PRCL|577|34|15|BADW|||4|1.0
603|полный|полной|полной|ADJF|578|34|16||||9|1.0
604|ширина|шириной|шириной|NOUN|579|34|17||||7|1.0
605|под|под|под|PREP|580|34|18|BADW|||17|1.0
606|4м|4 метра|4 метра|NUSR|581|34|19|NUSR|27||2|1.0
607|4|4|4|NUMB|581|34|19|NUMB|||7|1.0
608|метр|метра|метра|NOUN|582|34|20||||15|2.0
609|у|у|у|INTJ|583|34|21|BADW|||18|2.0
610|мы|нас|нас|NPRO|584|34|22|BADW|||7|1.0
611|тут|тут|тут|ADVB|585|34|23|BADW|||9|1.0
612|2+1,3+броня|2+1,3+броня|2+1,3+броня|NUSR|586|34|24|NUSR|||1|1.0
613|,|,|,|PNCT|587|34|25|PNCT|||239|3.0
614|значит|значит|значит|CONJ|588|34|26|BADW|||4|1.0
615|можно|можно|можно|PRED|589|34|27|BADW|||24|1.0
616|.|.|.|PNCT|590|34|28|PNCT|||156|1.0
617|тем|тем|Тем|CONJ|591|35|1|BADW|||3|1.0
618|более|более|более|ADVB|592|35|2|BADW|||5|1.0
619|в|в|в|NOUN|593|35|3|BADW|||85|2.0
620|бой|бою|бою|NOUN|594|35|4||||2|1.0
621|машина|машины|машины|NOUN|595|35|5|SPEC|||6|1.0
622|хожу|ходят|ходят|VERB|596|35|6||||2|1.0
624|по|по|по|PREP|597|35|7|BADW|||39|1.0
623|1и|по 1 и|по 1 и|NUSR|597|35|7|NUSR|28||1|1.0
625|1|1|1|NUMB|598|35|8|NUMB|||3|1.0
626|и|и|и|PRCL|599|35|9|BADW|||104|1.0
627|уж|уж|уж|PRCL|600|35|10|BADW|||1|1.0
628|что|что|что|PRCL|601|35|11|BADW|||25|1.0
629|а|а|а|CONJ|602|35|12|BADW|||36|1.0
630|фальшборт|фальшборт|фальшборт|NOUN|603|35|13||||7|1.0
631|можно|можно|можно|PRED|604|35|14|BADW|||24|1.0
632|просто|просто|просто|PRCL|605|35|15|BADW|||5|1.0
633|откинуть|откинуть|откинуть|INFN|606|35|16||||3|1.0
634|крайне|крайне|крайне|ADVB|607|35|17|BADW|||2|1.0
635|быстро|быстро|быстро|ADVB|608|35|18|BADW|||1|1.0
636|в|в|в|NOUN|609|35|19|BADW|||85|2.0
637|боевой|боевое|боевое|ADJF|610|35|20||||1|1.0
638|положение|положение|положение|NOUN|611|35|21||||1|1.0
639|,|,|,|PNCT|612|35|22|PNCT|||239|3.0
640|)|)|)|PNCT|613|35|23|PNCT|||1|1.0
641|,|,|,|PNCT|614|35|24|PNCT|||239|3.0
642|таки|таки|таки|PRCL|615|35|25|BADW|||1|1.0
643|на|на|на|PRCL|616|35|26|BADW|||65|1.0
644|петля|петлях|петлях|NOUN|617|35|27||||1|1.0
645|,|,|,|PNCT|618|35|28|PNCT|||239|3.0
646|.|.|.|PNCT|619|35|29|PNCT|||156|1.0
647|вес|вес|Вес|NOUN|620|36|1||||2|1.0
648|ходовой|ходовой|ходовой|ADJF|621|36|2||||16|1.0
649|танк|танка|танка|NOUN|622|36|3|SPEC|||20|2.0
650|8,8т|8,8 тонн|8,8 тонн|NUSR|623|36|4|NUSR|29||1|1.0
651|8,8|8,8|8,8|NUSR|623|36|4|NUSR|||1|1.0
652|тонна|тонн|тонн|NOUN|624|36|5||||18|2.0
653|,|,|,|PNCT|625|36|6|PNCT|||239|4.0
654|из|из|из|PREP|626|36|7|BADW|||8|1.0
655|они|них|них|NPRO|627|36|8|BADW|||10|1.0
656|0,6э|0,6 это|0,6 это|NUSR|628|36|9|NUSR|30||1|1.0
657|0,6|0,6|0,6|NUSR|628|36|9|NUSR|||1|1.0
658|этот|это|это|ADJF|629|36|10|BADW|||50|2.0
659|обрезинивание|обрезинивание|обрезинивание|NOUN|630|36|11||||1|1.0
660|гусеница|гусеницы|гусеницы|NOUN|631|36|12|SPEC|||5|2.0
661|и|и|и|PRCL|632|36|13|BADW|||104|1.0
662|тонна|тонна|тонна|NOUN|633|36|14||||18|2.0
663|сам|сама|сама|ADJF|634|36|15||||1|1.0
664|гусеница|гусеница|гусеница|NOUN|635|36|16|SPEC|||5|2.0
665|,|,|,|PNCT|636|36|17|PNCT|||239|4.0
666|а|а|а|CONJ|637|36|18|BADW|||36|1.0
667|у|у|у|INTJ|638|36|19|BADW|||18|2.0
668|мы|нас|нас|NPRO|639|36|20|BADW|||7|2.0
669|это|этого|этого|NPRO|640|36|21|BADW|||6|1.0
670|нет|нет|нет|PRED|641|36|22||||4|1.0
671|,|,|,|PNCT|642|36|23|PNCT|||239|4.0
672|каток|катки|катки|NOUN|643|36|24||||16|2.0
673|этот|это|это|ADJF|644|36|25|BADW|||50|2.0
674|0,15*12|0,15*12|0,15*12|NUSR|645|36|26|NUSR|||1|1.0
675|но|но|но|INTJ|646|36|27|BADW|||13|1.0
676|у|у|у|INTJ|647|36|28|BADW|||18|2.0
677|мы|нас|нас|NPRO|648|36|29|BADW|||7|2.0
678|каток|каток|каток|NOUN|649|36|30||||16|2.0
679|половинчатый|половинчатый|половинчатый|ADJF|650|36|31||||1|1.0
680|тот|то|то|ADJF|651|36|32|BADW|||22|1.0
681|есть|есть|есть|VERB|652|36|33|BADW|||34|1.0
682|немного|немного|немного|ADVB|653|36|34|BADW|||1|1.0
683|тяжелее|тяжелее|тяжелее|COMP|654|36|35||||1|1.0
684|обычный|обычного|обычного|ADJF|655|36|36||||1|1.0
685|танковый|танкового|танкового|ADJF|656|36|37||||2|1.0
686|,|,|,|PNCT|657|36|38|PNCT|||239|4.0
687|однако|однако|однако|CONJ|658|36|39|BADW|||5|1.0
688|в|во|во|PREP|659|36|40|BADW|||85|1.0
689|избежание|избежание|избежание|NOUN|660|36|41||||1|1.0
690|споров|споров|споров|GRND|661|36|42||||1|1.0
691|взял|возьмём|возьмём|VERB|662|36|43||||1|1.0
692|масса|массу|массу|NOUN|663|36|44||||12|1.0
693|от|от|от|PREP|664|36|45|BADW|||18|1.0
694|танк|танка|танка|NOUN|665|36|46|SPEC|||20|2.0
695|полный|полную|полную|ADJF|666|36|47||||9|1.0
696|20%|20%|20%|NUSR|667|36|48|NUSR|||1|1.0
697|.|.|.|PNCT|668|36|49|PNCT|||156|1.0
698|есть|есть|Есть|VERB|669|37|1|BADW|||34|1.0
699|сложный|сложная|сложная|ADJF|670|37|2||||1|1.0
700|проблема|проблема|проблема|NOUN|671|37|3||||1|1.0
701|,|,|,|PNCT|672|37|4|PNCT|||239|1.0
702|куда|куда|куда|CONJ|673|37|5|BADW|||4|1.0
703|деть|деть|деть|INFN|674|37|6||||1|1.0
704|тот|то|то|ADJF|675|37|7|BADW|||22|1.0
705|подвесок|подвеску|подвеску|NOUN|676|37|8||||2|1.0
706|.|.|.|PNCT|677|37|9|PNCT|||156|1.0
707|этот|это|Это|ADJF|678|38|1|BADW|||50|1.0
708|в|в|в|NOUN|679|38|2|BADW|||85|1.0
709|гусеничный|гусеничной|гусеничной|ADJF|680|38|3||||1|1.0
710|торсионы|торсионы|торсионы|UNKN|681|38|4|UNKN|||2|1.0
711|на|на|на|PRCL|682|38|5|BADW|||65|1.0
712|дно|дне|дне|NOUN|683|38|6||||5|1.0
713|и|и|и|PRCL|684|38|7|BADW|||104|1.0
714|прочее|прочее|прочее|NPRO|685|38|8|BADW|||5|1.0
715|снаружи|снаружи|снаружи|PREP|686|38|9|BADW|||1|1.0
716|,|,|,|PNCT|687|38|10|PNCT|||239|1.0
717|тут|тут|тут|ADVB|688|38|11|BADW|||9|1.0
718|вот|вот|вот|PRCL|689|38|12|BADW|||8|1.0
719|так|так|так|ADVB|690|38|13|BADW|||9|1.0
720|.|.|.|PNCT|691|38|14|PNCT|||156|1.0
721|глава|глава|Глава|NOUN|692|39|1||||3|1.0
722|2|2|2|NUMB|693|39|2|NUMB|||15|1.0
723|.|.|.|PNCT|694|39|3|PNCT|||156|1.0
724|броневанна|броневанна|Броневанна|UNKN|695|40|1|UNKN|||6|1.0
725|.|.|.|PNCT|696|40|2|PNCT|||156|1.0
726|имею|имеем|Имеем|VERB|697|41|1||||3|2.0
727|39,8т|39,8 тонн|39,8 тонн|NUSR|698|41|2|NUSR|31||1|1.0
728|39,8|39,8|39,8|NUSR|698|41|2|NUSR|||1|1.0
729|тонна|тонн|тонн|NOUN|699|41|3||||18|2.0
730|на|на|на|PRCL|700|41|4|BADW|||65|2.0
731|всё|всё|всё|PRCL|701|41|5|BADW|||9|1.0
732|кроме|кроме|кроме|PREP|702|41|6|BADW|||2|1.0
733|ходовой|ходовой|ходовой|ADJF|703|41|7||||16|1.0
734|,|,|,|PNCT|704|41|8|PNCT|||239|6.0
735|мто|мто|МТО|ABVR|705|41|9|SPEC|||9|1.0
736|3|3|3|NUMB|706|41|10|NUMB|||7|1.0
737|,|,|,|PNCT|707|41|11|PNCT|||239|6.0
738|2т|2т|2т|NUSR|708|41|12|NUSR|||6|1.0
739|,|,|,|PNCT|709|41|13|PNCT|||239|6.0
740|топливо|топливо|топливо|NOUN|710|41|14|SPEC|||1|1.0
741|1т|1т|1т|NUSR|711|41|15|NUSR|||1|1.0
742|,|,|,|PNCT|712|41|16|PNCT|||239|6.0
743|пока|пока|пока|INTJ|713|41|17|BADW|||3|1.0
744|36|36|36|NUMB|714|41|18|NUMB|||1|1.0
745|,|,|,|PNCT|715|41|19|PNCT|||239|6.0
746|6т|6т|6т|NUSR|716|41|20|NUSR|||1|1.0
747|,|,|,|PNCT|717|41|21|PNCT|||239|6.0
748|на|на|на|PRCL|718|41|22|BADW|||65|2.0
749|объём|объём|объём|NOUN|719|41|23||||3|1.0
750|который|который|который|ADJF|720|41|24|BADW|||5|1.0
751|ранее|ранее|ранее|ADVB|721|41|25|BADW|||2|1.0
752|имею|имел|имел|VERB|722|41|26||||3|2.0
753|броня|брони|брони|NOUN|723|41|27|SPEC|||28|2.0
755|по|по|по|PREP|724|41|28|BADW|||39|1.0
754|4|по 40мм|по 40мм|NUSR|724|41|28|NUSR|32||7|1.0
756|40мм|40мм|40мм|NUSR|725|41|29|NUSR|||2|1.0
757|при|при|при|PREP|726|41|30|BADW|||13|1.0
758|масса|массе|массе|NOUN|727|41|31||||12|1.0
759|броня|брони|брони|NOUN|728|41|32|SPEC|||28|2.0
760|что|что|что|PRCL|729|41|33|BADW|||25|1.0
761|тот|то|то|ADJF|730|41|34|BADW|||22|1.0
762|11т|11 тонн|11 тонн|NUSR|731|41|35|NUSR|33||4|1.0
763|11|11|11|NUMB|731|41|35|NUMB|||4|1.0
764|тонна|тонн|тонн|NOUN|732|41|36||||18|2.0
765|.|.|.|PNCT|733|41|37|PNCT|||156|1.0
766|значит|значит|Значит|CONJ|734|42|1|BADW|||4|1.0
767|ходовой|ходовая|ходовая|ADJF|735|42|2||||16|1.0
768|менее|менее|менее|ADVB|736|42|3|BADW|||4|1.0
770|2|2|2|NUMB|737|42|4|NUMB|||15|1.0
769|2т|2 тонн|2 тонн|NUSR|737|42|4|NUSR|34||6|1.0
771|тонна|тонн|тонн|NOUN|738|42|5||||18|1.0
772|на|на|на|PRCL|739|42|6|BADW|||65|2.0
773|колесо|колесо|колесо|NOUN|740|42|7||||11|2.0
774|есть|есть|есть|VERB|741|42|8|BADW|||34|1.0
775|,|,|,|PNCT|742|42|9|PNCT|||239|3.0
777|7|7|7|NUMB|743|42|10|NUMB|||6|1.0
776|7-4к|7 осей по 4 колеса|7 осей по 4 колеса|NUSR|743|42|10|NUSR|35||1|1.0
778|ося|осей|осей|NOUN|744|42|11||||4|1.0
779|по|по|по|PREP|745|42|12|BADW|||39|1.0
780|4|4|4|NUMB|746|42|13|NUMB|||7|1.0
781|колесо|колеса|колеса|NOUN|747|42|14||||11|2.0
782|на|на|на|PRCL|748|42|15|BADW|||65|2.0
783|каждый|каждое|каждое|ADJF|749|42|16||||5|1.0
784|,|,|,|PNCT|750|42|17|PNCT|||239|3.0
785|габарит|габариты|габариты|NOUN|751|42|18||||4|1.0
786|каток|катков|катков|NOUN|752|42|19||||16|3.0
787|и|и|и|PRCL|753|42|20|BADW|||104|1.0
788|между|между|между|PREP|754|42|21|BADW|||4|1.0
789|каток|катками|катками|NOUN|755|42|22||||16|3.0
790|даже|даже|даже|PRCL|756|42|23|BADW|||6|1.0
