|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|numexpress|rdeco|yotoe|case|plural|gender|animacy|cattimes|transitiv|sectransitiv|aspect|pers|catcomp|catcollat|catmood|catplural|refn|secrefn|f_sent|f_text
1163|,|,|,|PNCT|1105|76|2|PNCT|||||||||||||||||||1.0|141
1164|токен|токен|токен|UNKN|1106|76|3|UNKN|||||||||||||||||||1.0|1
1165|не|не|не|PRCL|1107|76|4||||||||||||||||||||1.0|28
1166|удался|удалось|удалось|VERB|1108|76|5||||||sing|neut||past|intr||perf||||indc||||1.0|1
1167|разобрать|разобрать|разобрать|INFN|1109|76|6||||||||||||perf||||||||1.0|1
1168|.|.|.|PNCT|1110|76|7|PNCT|||||||||||||||||||1.0|103
1169|к|к|К|NOUN|1111|77|1|BADW||||nomn|sing|masc|anim|||||||||Fixd|Abbr||1.0|16
1171|выражение слов|слово выражение|слову выражений|2GRM|1112|77|2|nPNC|74.0||||||||||||||||||1.0|3
1170|слово|слову|слову|NOUN|1112|77|2|||||datv|sing|neut|inan||||||||||||1.0|32
1172|,|,|,|PNCT|1113|77|3|PNCT|||||||||||||||||||4.0|141
1173|для|для|для|GRND|1114|77|4|BADW||||||||pres|tran||impf||||||||1.0|13
1174|выражение|выражений|выражений|NOUN|1115|77|5|||||gent|plur|neut|inan||||||||||||1.0|17
1175|,|,|,|PNCT|1116|77|6|PNCT|||||||||||||||||||4.0|141
1176|содержащий|содержащих|содержащих|PRTF|1117|77|7|||||gent|plur|||pres|tran||impf|||actv|||||1.0|1
1177|числовой|числовые|числовые|ADJF|1118|77|8|||||accs|plur||inan||||||||||||1.0|4
1178|данный|данные|данные|PRTF|1119|77|9|||||accs|plur||inan|past|tran||perf|||pssv|||||1.0|7
1179|,|,|,|PNCT|1120|77|10|PNCT|||||||||||||||||||4.0|141
1180|в|в|в|NOUN|1121|77|11|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
1181|nrlpk|nrlpk|nrlpk|LATN|1122|77|12|LATN|||||||||||||||||||1.0|13
1182|,|,|,|PNCT|1123|77|13|PNCT|||||||||||||||||||4.0|141
1183|помимо|помимо|помимо|PREP|1124|77|14|BADW|||||||||||||||||||1.0|3
1184|numb|numb|NUMB|LATN|1125|77|15|LATN|||||||||||||||||||1.0|2
1185|и|и|и|CONJ|1126|77|16|BADW|||||||||||||||||||1.0|44
1186|romn|romn|ROMN|LATN|1127|77|17|LATN|||||||||||||||||||1.0|2
1187|дополнительно|дополнительно|дополнительно|ADVB|1128|77|18|BADW|||||||||||||||||||1.0|1
1188|используюсь|используются|используются|VERB|1129|77|19||||||plur|||pres|intr||impf|3per|||indc||||1.0|1
1189|следующий|следующие|следующие|PRTF|1130|77|20|||||accs|plur||inan|pres|intr||impf|||actv|||||1.0|4
1190|маркер|маркеры|маркеры|NOUN|1131|77|21|||||accs|plur|masc|inan||||||||||||1.0|8
1191|.|.|.|PNCT|1132|77|22|PNCT|||||||||||||||||||1.0|103
1192|nusr|nusr|NUSR|LATN|1133|78|1|LATN|||||||||||||||||||1.0|5
1193|,|,|,|PNCT|1134|78|2|PNCT|||||||||||||||||||1.0|141
1194|выражение|выражение|выражение|NOUN|1135|78|3|||||nomn|sing|neut|inan||||||||||||1.0|17
1195|содержу|содержит|содержит|VERB|1136|78|4||||||sing|||pres|tran||impf|3per|||indc||||1.0|3
1196|один|одно|одно|ADJF|1137|78|5|||||nomn|sing|neut|||||||||||Anum||1.0|3
1197|или|или|или|CONJ|1138|78|6|BADW|||||||||||||||||||1.0|9
1198|несколько|несколько|несколько|NUMR|1139|78|7|||||nomn|||||||||||||||1.0|3
1199|числовой|числовых|числовых|ADJF|1140|78|8|||||gent|plur||||||||||||||1.0|4
1200|данный|данных|данных|PRTF|1141|78|9|||||gent|plur|||past|tran||perf|||pssv|||||1.0|7
1201|.|.|.|PNCT|1142|78|10|PNCT|||||||||||||||||||1.0|103
1202|math|math|MATH|LATN|1143|79|1|LATN|||||||||||||||||||1.0|1
1203|,|,|,|PNCT|1144|79|2|PNCT|||||||||||||||||||1.0|141
1204|выражение|выражение|выражение|NOUN|1145|79|3|||||accs|sing|neut|inan||||||||||||1.0|17
1205|содержу|содержит|содержит|VERB|1146|79|4||||||sing|||pres|tran||impf|3per|||indc||||1.0|3
1206|математический|математическую|математическую|ADJF|1147|79|5|||||accs|sing|femn|||||||||||||1.0|1
1207|формула|формулу|формулу|NOUN|1148|79|6|||||accs|sing|femn|inan||||||||||||1.0|1
1208|.|.|.|PNCT|1149|79|7|PNCT|||||||||||||||||||1.0|103
1209|что|что|Что|ADVB|1150|80|1|BADW|||||||||||||||||||1.0|9
1210|такой|такое|такое|ADJF|1151|80|2|BADW||||nomn|sing|neut|||||||||||Apro||1.0|3
1212|ключевое выражение|ключевой выражение|ключевое выражение|2GRM|1152|80|3|nPNC|31.0||||||||||||||||||1.0|8
1211|ключевой|ключевое|ключевое|ADJF|1152|80|3|||||nomn|sing|neut|||||||||||||1.0|12
1213|выражение|выражение|выражение|NOUN|1153|80|4|||||nomn|sing|neut|inan||||||||||||1.0|17
1214|,|,|,|PNCT|1154|80|5|PNCT|||||||||||||||||||1.0|141
1215|состоящий|состоящее|состоящее|PRTF|1155|80|6|||||nomn|sing|neut||pres|intr||impf|||actv|||||1.0|1
1216|из|из|из|PREP|1156|80|7|BADW|||||||||||||||||||1.0|14
1217|несколько|нескольких|нескольких|NUMR|1157|80|8|||||gent|||||||||||||||1.0|3
1218|слово|слов|слов|NOUN|1158|80|9|||||gent|plur|neut|inan||||||||||||1.0|32
1219|.|.|.|PNCT|1159|80|10|PNCT|||||||||||||||||||1.0|103
1220|на|на|На|INTJ|1160|81|1|BADW|||||||||||||||||||1.0|17
1221|пример|примере|примере|NOUN|1161|81|2||||||sing|masc|inan||||||||||||1.0|2
1222|nusr|nusr|NUSR|LATN|1162|81|3|LATN|||||||||||||||||||1.0|5
1223|.|.|.|PNCT|1163|81|4|PNCT|||||||||||||||||||1.0|103
1224|если|если|если|CONJ|1164|82|1|BADW|||||||||||||||||||1.0|4
1225|в|в|в|NOUN|1165|82|2|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
1226|текст|тексте|тексте|NOUN|1166|82|3||||||sing|masc|inan||||||||||||1.0|30
1227|стою|стоит|стоит|VERB|1167|82|4||||||sing|||pres|tran||impf|3per|||indc||||1.0|2
1228|25.02.2020|25 февраля 2020 года|25 февраля 2020 года|NUSR|1168|82|5|NUSR|15.0||||||||||||||||||3.0|5
1229|25|25|25|NUMB|1168|82|5|NUMB||15.0|||||||||||||||||2.0|6
1231|февраль года|февраль год|февраля года|2GRM|1169|82|6|nPNC|78.0||||||||||||||||||2.0|4
1230|февраль|февраля|февраля|NOUN|1169|82|6|||15.0||gent|sing|masc|inan||||||||||||2.0|4
1232|2020|2020|2020|NUMB|1170|82|7|NUMB||15.0|||||||||||||||||2.0|4
1233|год|года|года|NOUN|1171|82|8|||15.0||gen1|sing|masc|inan||||||||||||2.0|4
1234|,|,|,|PNCT|1172|82|9|PNCT|||||||||||||||||||3.0|141
1235|то|то|то|CONJ|1173|82|10|BADW|||||||||||||||||||1.0|4
1236|и|и|и|CONJ|1174|82|11|BADW|||||||||||||||||||2.0|44
1238|ключевое выражение|ключевой выражение|ключевое выражение|2GRM|1175|82|12|nPNC|32.0||||||||||||||||||1.0|8
1237|ключевой|ключевое|ключевое|ADJF|1175|82|12|||||nomn|sing|neut|||||||||||||1.0|12
1239|выражение|выражение|выражение|NOUN|1176|82|13|||||nomn|sing|neut|inan||||||||||||1.0|17
1240|есть|будет|будет|VERB|1177|82|14|BADW|||||sing|||futr|intr||impf|3per|||indc||||1.0|8
1241|25.02.2020|25 февраля 2020 года|25 февраля 2020 года|NUSR|1178|82|15|NUSR|16.0||||||||||||||||||3.0|5
1242|25|25|25|NUMB|1178|82|15|NUMB||16.0|||||||||||||||||2.0|6
1244|февраль года|февраль год|февраля года|2GRM|1179|82|16|nPNC|79.0||||||||||||||||||2.0|4
1243|февраль|февраля|февраля|NOUN|1179|82|16|||16.0||gent|sing|masc|inan||||||||||||2.0|4
1245|2020|2020|2020|NUMB|1180|82|17|NUMB||16.0|||||||||||||||||2.0|4
1246|год|года|года|NOUN|1181|82|18|||16.0||gen1|sing|masc|inan||||||||||||2.0|4
1247|,|,|,|PNCT|1182|82|19|PNCT|||||||||||||||||||3.0|141
1248|с|с|с|NOUN|1183|82|20|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr||1.0|25
1249|лемма|леммой|леммой|NOUN|1184|82|21||||||sing|femn|inan||||||||||||1.0|3
1250|25.02.2020|25.02.2020|25.02.2020|NUSR|1185|82|22|NUSR|||||||||||||||||||3.0|5
1251|,|,|,|PNCT|1186|82|23|PNCT|||||||||||||||||||3.0|141
1253|граммема маркера|граммема маркер|граммемой маркером|2GRM|1187|82|24|nPNC|82.0||||||||||||||||||1.0|3
1252|граммема|граммемой|граммемой|NOUN|1187|82|24||||||sing|femn|inan||||||||||||1.0|7
1254|nusr|nusr|NUSR|LATN|1188|82|25|LATN|||||||||||||||||||2.0|5
1255|и|и|и|CONJ|1189|82|26|BADW|||||||||||||||||||2.0|44
1256|маркер|маркером|маркером|NOUN|1190|82|27||||||sing|masc|inan||||||||||||1.0|8
1257|nusr|nusr|NUSR|LATN|1191|82|28|LATN|||||||||||||||||||2.0|5
1258|.|.|.|PNCT|1192|82|29|PNCT|||||||||||||||||||1.0|103
1259|однако|однако|однако|CONJ|1193|83|1|BADW|||||||||||||||||||1.0|1
1260|,|,|,|PNCT|1194|83|2|PNCT|||||||||||||||||||4.0|141
1261|если|если|если|CONJ|1195|83|3|BADW|||||||||||||||||||1.0|4
1262|в|в|в|NOUN|1196|83|4|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
1263|текст|тексте|тексте|NOUN|1197|83|5||||||sing|masc|inan||||||||||||1.0|30
1264|стою|стоит|стоит|VERB|1198|83|6||||||sing|||pres|tran||impf|3per|||indc||||1.0|2
1265|25.02.2020|25 февраля 2020 года|25 февраля 2020 года|WIQM|1199|83|7|NUSR|17.0||||||||||||||||||2.0|5
1266|25|25|25|NUMB|1199|83|7|NUMB||17.0|||||||||||||||||2.0|6
1268|февраль года|февраль год|февраля года|2GRM|1200|83|8|nPNC|80.0||||||||||||||||||2.0|4
1267|февраль|февраля|февраля|NOUN|1200|83|8|||17.0||gent|sing|masc|inan||||||||||||2.0|4
1269|2020|2020|2020|NUMB|1201|83|9|NUMB||17.0|||||||||||||||||2.0|4
1270|год|года|года|NOUN|1202|83|10|||17.0||gen1|sing|masc|inan||||||||||||2.0|4
1271|,|,|,|PNCT|1203|83|11|PNCT|||||||||||||||||||4.0|141
1272|то|то|то|CONJ|1204|83|12|BADW|||||||||||||||||||1.0|4
1274|ключевое выражение|ключевой выражение|ключевое выражение|2GRM|1205|83|13|nPNC|33.0||||||||||||||||||1.0|8
1273|ключевой|ключевое|ключевое|ADJF|1205|83|13|||||nomn|sing|neut|||||||||||||1.0|12
1275|выражение|выражение|выражение|NOUN|1206|83|14|||||nomn|sing|neut|inan||||||||||||1.0|17
1276|есть|будет|будет|VERB|1207|83|15|BADW|||||sing|||futr|intr||impf|3per|||indc||||1.0|8
1277|25.02.2020|25 февраля 2020 года|25 февраля 2020 года|WIQM|1208|83|16|NUSR|18.0||||||||||||||||||2.0|5
1278|25|25|25|NUMB|1208|83|16|NUMB||18.0|||||||||||||||||2.0|6
1280|февраль года|февраль год|февраля года|2GRM|1209|83|17|nPNC|81.0||||||||||||||||||2.0|4
1279|февраль|февраля|февраля|NOUN|1209|83|17|||18.0||gent|sing|masc|inan||||||||||||2.0|4
1281|2020|2020|2020|NUMB|1210|83|18|NUMB||18.0|||||||||||||||||2.0|4
1282|год|года|года|NOUN|1211|83|19|||18.0||gen1|sing|masc|inan||||||||||||2.0|4
1283|,|,|,|PNCT|1212|83|20|PNCT|||||||||||||||||||4.0|141
1284|с|с|с|NOUN|1213|83|21|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr||1.0|25
1285|лемма|леммой|леммой|NOUN|1214|83|22||||||sing|femn|inan||||||||||||1.0|3
1286|2ф2г|2ф2г|2ф2г|NUSR|1215|83|23|NUSR|||||||||||||||||||1.0|1
1287|,|,|,|PNCT|1216|83|24|PNCT|||||||||||||||||||4.0|141
1289|граммема маркера|граммема маркер|граммемой маркером|2GRM|1217|83|25|nPNC|83.0||||||||||||||||||1.0|3
1288|граммема|граммемой|граммемой|NOUN|1217|83|25||||||sing|femn|inan||||||||||||1.0|7
1290|wiqm|wiqm|WIQM|LATN|1218|83|26|LATN|||||||||||||||||||2.0|2
1291|и|и|и|CONJ|1219|83|27|BADW|||||||||||||||||||1.0|44
1292|маркер|маркером|маркером|NOUN|1220|83|28||||||sing|masc|inan||||||||||||1.0|8
1293|wiqm|wiqm|WIQM|LATN|1221|83|29|LATN|||||||||||||||||||2.0|2
1294|.|.|.|PNCT|1222|83|30|PNCT|||||||||||||||||||1.0|103
1295|если|если|если|CONJ|1223|84|1|BADW|||||||||||||||||||1.0|4
1296|в|в|в|NOUN|1224|84|2|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||4.0|48
1297|текст|тексте|тексте|NOUN|1225|84|3||||||sing|masc|inan||||||||||||1.0|30
1298|есть|будет|будет|VERB|1226|84|4|BADW|||||sing|||futr|intr||impf|3per|||indc||||2.0|8
1299|25 тонн|25 тонн|25 тонн|NUSR|1227|84|5|NUSR|19.0||||||||||||||||||2.0|2
1300|25|25|25|NUMB|1227|84|5|NUMB||19.0|||||||||||||||||2.0|6
1301|тонна|тонн|тонн|NOUN|1228|84|6|||19.0||gent|plur|femn|inan||||||||||||2.0|2
1302|,|,|,|PNCT|1229|84|7|PNCT|||||||||||||||||||3.0|141
1303|то|то|то|CONJ|1230|84|8|BADW|||||||||||||||||||1.0|4
1304|и|и|и|CONJ|1231|84|9|BADW|||||||||||||||||||2.0|44
1305|в|в|в|NOUN|1232|84|10|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||4.0|48
1306|ключ|ключе|ключе|NOUN|1233|84|11||||||sing|masc|inan||||||||||||1.0|11
1307|мы|мы|мы|NPRO|1234|84|12|BADW||||nomn|plur|||||||1per|||||||1.0|1
1308|увидел|увидим|увидим|VERB|1235|84|13||||||sing||||tran||perf||incl||impr||||1.0|1
1309|25 тонн|25 тонн|25 тонн|WIQM|1236|84|14|NUSR|20.0||||||||||||||||||2.0|2
1310|25|25|25|NUMB|1236|84|14|NUMB||20.0|||||||||||||||||2.0|6
1311|тонна|тонн|тонн|NOUN|1237|84|15|||20.0||gent|plur|femn|inan||||||||||||2.0|2
1312|,|,|,|PNCT|1238|84|16|PNCT|||||||||||||||||||3.0|141
1313|с|с|с|NOUN|1239|84|17|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr||1.0|25
1314|лемма|леммой|леммой|NOUN|1240|84|18||||||sing|femn|inan||||||||||||1.0|3
1315|2т|2т|2т|NUSR|1241|84|19|NUSR|||||||||||||||||||1.0|1
1316|,|,|,|PNCT|1242|84|20|PNCT|||||||||||||||||||3.0|141
1317|где|где|где|ADVB|1243|84|21|BADW|||||||||||||||||||1.0|1
1318|в|в|в|NOUN|1244|84|22|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||4.0|48
1319|качество|качестве|качестве|NOUN|1245|84|23||||||sing|neut|inan||||||||||||2.0|13
1320|в|в|в|NOUN|1246|84|24|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||4.0|48
1321|качество|качестве|качестве|NOUN|1247|84|25||||||sing|neut|inan||||||||||||2.0|13
1323|граммема маркера|граммема маркер|граммемы маркера|2GRM|1248|84|26|nPNC|84.0||||||||||||||||||1.0|3
1322|граммема|граммемы|граммемы|NOUN|1248|84|26|||||gent|sing|femn|inan||||||||||||1.0|7
1324|и|и|и|CONJ|1249|84|27|BADW|||||||||||||||||||2.0|44
1325|маркер|маркера|маркера|NOUN|1250|84|28|||||gent|sing|masc|inan||||||||||||1.0|8
1326|также|также|также|PRCL|1251|84|29|BADW|||||||||||||||||||1.0|1
1327|есть|будет|будет|VERB|1252|84|30|BADW|||||sing|||futr|intr||impf|3per|||indc||||2.0|8
1328|nusr|nusr|NUSR|LATN|1253|84|31|LATN|||||||||||||||||||1.0|5
1329|.|.|.|PNCT|1254|84|32|PNCT|||||||||||||||||||1.0|103
1330|зачем|зачем|Зачем|ADVB|1255|85|1|BADW||||||||||||||||||Ques|1.0|1
1331|понадобился|понадобились|понадобились|VERB|1256|85|2||||||plur|||past|intr||perf||||indc||||1.0|1
1332|describe|describe|describe|LATN|1257|85|3|LATN|||||||||||||||||||1.0|1
1333|к|к|к|NOUN|1258|85|4|BADW||||nomn|sing|masc|anim|||||||||Fixd|Abbr||1.0|16
1334|слово|словам|словам|NOUN|1259|85|5|||||datv|plur|neut|inan||||||||||||1.0|32
1335|и|и|и|CONJ|1260|85|6|BADW|||||||||||||||||||1.0|44
1336|ключ|ключам|ключам|NOUN|1261|85|7|||||datv|plur|masc|inan||||||||||||1.0|11
1337|.|.|.|PNCT|1262|85|8|PNCT|||||||||||||||||||1.0|103
1338|сначала|сначала|Сначала|ADVB|1263|86|1|BADW|||||||||||||||||||1.0|1
1339|это|это|это|PRCL|1264|86|2|BADW|||||||||||||||||||1.0|7
1340|было|было|было|PRCL|1265|86|3|BADW|||||||||||||||||||1.0|2
1341|нужен|нужно|нужно|ADJS|1266|86|4||||||sing|neut|||||||||||Qual||1.0|2
1342|для|для|для|GRND|1267|86|5|BADW||||||||pres|tran||impf||||||||1.0|13
1343|проверка|проверки|проверки|NOUN|1268|86|6|||||gent|sing|femn|inan||||||||||||1.0|1
1344|работа|работы|работы|NOUN|1269|86|7|||||gent|sing|femn|inan||||||||||||1.0|6
1345|алгоритм|алгоритмов|алгоритмов|NOUN|1270|86|8|||||gent|plur|masc|inan||||||||||||1.0|1
1346|nrlpk|nrlpk|nrlpk|LATN|1271|86|9|LATN|||||||||||||||||||1.0|13
1347|,|,|,|PNCT|1272|86|10|PNCT|||||||||||||||||||3.0|141
1348|не|не|не|PRCL|1273|86|11||||||||||||||||||||2.0|28
1349|потерялся|потерялись|потерялись|VERB|1274|86|12||||||plur|||past|intr||perf||||indc||||1.0|1
1350|ли|ли|ли|CONJ|1275|86|13|BADW|||||||||||||||||||2.0|2
1351|слово|слова|слова|NOUN|1276|86|14|||||nomn|plur|neut|inan||||||||||||1.0|32
1352|,|,|,|PNCT|1277|86|15|PNCT|||||||||||||||||||3.0|141
1353|не|не|не|PRCL|1278|86|16||||||||||||||||||||2.0|28
1354|прошёл|прошло|прошло|VERB|1279|86|17||||||sing|neut||past|tran||perf||||indc||||1.0|1
1355|ли|ли|ли|CONJ|1280|86|18|BADW|||||||||||||||||||2.0|2
1356|лишний|лишнего|лишнего|ADJF|1281|86|19|||||gent|sing|neut|||||||||||||1.0|1
1357|объединение|объединения|объединения|NOUN|1282|86|20|||||gent|sing|neut|inan||||||||||||1.0|1
1358|,|,|,|PNCT|1283|86|21|PNCT|||||||||||||||||||3.0|141
1359|каков|какова|какова|ADJS|1284|86|22||||||sing|femn|||||||||||Apro||1.0|1
1360|доля|доля|доля|NOUN|1285|86|23|||||nomn|sing|femn|inan||||||||||||1.0|2
1361|ключ|ключей|ключей|NOUN|1286|86|24|||||gent|plur|masc|inan||||||||||||1.0|11
1362|в|в|в|NOUN|1287|86|25|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
1363|текст|тексте|тексте|NOUN|1288|86|26||||||sing|masc|inan||||||||||||1.0|30
1364|и|и|и|CONJ|1289|86|27|BADW|||||||||||||||||||1.0|44
1365|т.д|т.д|т.д|PRCL|1290|86|28|BADW|||||||||||||||||||1.0|3
1366|.|.|.|PNCT|1291|86|29|PNCT|||||||||||||||||||1.0|103
1367|но|но|Но|CONJ|1292|87|1|BADW|||||||||||||||||||1.0|4
1368|по|по|по|NOUN|1293|87|2|BADW||||nomn|sing|neut|inan|||||||||Fixd|Abbr||2.0|16
1369|мера|мере|мере|NOUN|1294|87|3|||||datv|sing|femn|inan||||||||||||1.0|1
1370|отладка|отладки|отладки|NOUN|1295|87|4|||||nomn|plur|femn|inan||||||||||||1.0|1
1371|по|по|ПО|NOUN|1296|87|5|BADW||||nomn|sing|neut|inan|||||||||Fixd|Abbr||2.0|16
1372|сталь|стали|стали|NOUN|1297|87|6|||||datv|sing|femn|inan||||||||||||1.0|1
1373|проявляться|проявляться|проявляться|INFN|1298|87|7||||||||||||impf||||||||1.0|1
1374|некоторые|некоторые|некоторые|NPRO|1299|87|8|BADW||||nomn|plur||||||||||||||1.0|1
1375|закономерность|закономерности|закономерности|NOUN|1300|87|9|WIQM||||datv|sing|femn|inan||||||||||||1.0|1
1376|,|,|,|PNCT|1301|87|10|PNCT|||||||||||||||||||3.0|141
1377|выявление|выявление|выявление|NOUN|1302|87|11|||||nomn|sing|neut|inan||||||||||||1.0|7
1378|который|которых|которых|ADJF|1303|87|12|BADW||||gent|plur||||||||||||Subx|Anph|1.0|9
1379|,|,|,|PNCT|1304|87|13|PNCT|||||||||||||||||||3.0|141
1380|как|как|как|ADVB|1305|87|14|BADW|||||||||||||||||||1.0|4
1381|задача|задача|задача|NOUN|1306|87|15|||||nomn|sing|femn|inan||||||||||||1.0|5
1382|,|,|,|PNCT|1307|87|16|PNCT|||||||||||||||||||3.0|141
1383|перед|перед|перед|NOUN|1308|87|17|BADW|||1.0|nomn|sing|masc|inan||||||||||||1.0|1
1384|nrlpk|nrlpk|nrlpk|LATN|1309|87|18|LATN|||||||||||||||||||1.0|13
1385|не|не|не|PRCL|1310|87|19||||||||||||||||||||1.0|28
1386|ставлюсь|ставилась|ставилась|VERB|1311|87|20||||||sing|femn||past|intr||impf||||indc||||1.0|1
1387|.|.|.|PNCT|1312|87|21|PNCT|||||||||||||||||||1.0|103
1388|выявление|выявление|выявление|NOUN|1313|88|1|||||nomn|sing|neut|inan||||||||||||1.0|7
1389|слово|слов|слов|NOUN|1314|88|2|||||gent|plur|neut|inan||||||||||||1.0|32
1390|,|,|,|PNCT|1315|88|3|PNCT|||||||||||||||||||1.0|141
1391|написанный|написанных|написанных|PRTF|1316|88|4|||||gent|plur|||past|tran||perf|||pssv|||||1.0|1
1392|с|с|с|NOUN|1317|88|5|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr||1.0|25
1393|орфографический|орфографическими|орфографическими|ADJF|1318|88|6||||||plur||||||||||||||1.0|1
1394|ошибка|ошибками|ошибками|NOUN|1319|88|7||||||plur|femn|inan||||||||||||1.0|1
1395|.|.|.|PNCT|1320|88|8|PNCT|||||||||||||||||||1.0|103
1397|выявление текста|выявление текст|выявление текстов|2GRM|1321|89|1|nPNC|85.0||||||||||||||||||1.0|3
1396|выявление|выявление|выявление|NOUN|1321|89|1|||||nomn|sing|neut|inan||||||||||||1.0|7
1398|текст|текстов|текстов|NOUN|1322|89|2|||||gent|plur|masc|inan||||||||||||1.0|30
1399|с|с|с|NOUN|1323|89|3|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr||1.0|25
1400|плохой|плохой|плохой|ADJF|1324|89|4|||||gent|sing|femn|||||||||||Qual||1.0|2
1401|стилистика|стилистикой|стилистикой|NOUN|1325|89|5||||||sing|femn|inan||||||||||||1.0|1
1402|,|,|,|PNCT|1326|89|6|PNCT|||||||||||||||||||2.0|141
1403|bad-%|bad-%|bad-%|LATN|1327|89|7|LATN|||||||||||||||||||1.0|1
1404|>|>|>|PNCT|1328|89|8|PNCT|||||||||||||||||||1.0|2
1405|35%|35%|35%|NUSR|1329|89|9|NUSR|||||||||||||||||||1.0|1
1406|,|,|,|PNCT|1330|89|10|PNCT|||||||||||||||||||2.0|141
1407|практический|практические|практические|ADJF|1331|89|11|||||accs|plur||inan||||||||||||1.0|2
1408|наблюдение|наблюдения|наблюдения|NOUN|1332|89|12|||||gent|sing|neut|inan||||||||||||1.0|2
1409|в|в|в|NOUN|1333|89|13|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
1411|тестирование результата|результат тестирование|результате тестирования|2GRM|1334|89|14|nPNC|70.0||||||||||||||||||1.0|3
1410|результат|результате|результате|NOUN|1334|89|14||||||sing|masc|inan||||||||||||1.0|9
1412|тестирование|тестирования|тестирования|NOUN|1335|89|15|||||gent|sing|neut|inan|||||||||Sgtm|||1.0|8
1413|.|.|.|PNCT|1336|89|16|PNCT|||||||||||||||||||1.0|103
1414|выявление|выявление|выявление|NOUN|1337|90|1|||||nomn|sing|neut|inan||||||||||||1.0|7
1415|целевой|целевых|целевых|ADJF|1338|90|2|||||gent|plur||||||||||||||1.0|1
1416|узконаправленный|узконаправленных|узконаправленных|ADJF|1339|90|3|ABVR||||gent|plur||||||||||||||1.0|1
1417|,|,|,|PNCT|1340|90|4|PNCT|||||||||||||||||||3.0|141
1418|чп|четко позиционирующих|четко позиционирующих|ABVR|1341|90|5|oPNC|21.0||||||||||||||||||1.0|1
1419|четко|четко|четко|ADVB|1341|90|5|BADW||21.0|1.0||||||||||||||||1.0|1
1420|позиционирующий|позиционирующих|позиционирующих|PRTF|1342|90|6|||21.0||gent|plur|||pres|tran||impf|||actv|||||1.0|1
1421|текст|текстов|текстов|NOUN|1343|90|7|||||gent|plur|masc|inan||||||||||||1.0|30
1422|,|,|,|PNCT|1344|90|8|PNCT|||||||||||||||||||3.0|141
1423|skeys-%|skeys-%|skeys-%|LATN|1345|90|9|LATN|||||||||||||||||||1.0|2
1424|<|<|<|PNCT|1346|90|10|PNCT|||||||||||||||||||1.0|2
1425|5 без|5 без|5 без|NUSR|1347|90|11|NUSR|22.0||||||||||||||||||1.0|1
1426|5|5|5|NUMB|1347|90|11|NUMB||22.0|||||||||||||||||1.0|2
1427|без|без|без|PREP|1348|90|12|BADW||22.0|||||||||||||||||1.0|1
1428|числовой|числовых|числовых|ADJF|1349|90|13|||||gent|plur||||||||||||||1.0|4
1429|ключ|ключей|ключей|NOUN|1350|90|14|||||gent|plur|masc|inan||||||||||||1.0|11
1430|,|,|,|PNCT|1351|90|15|PNCT|||||||||||||||||||3.0|141
1431|практический|практические|практические|ADJF|1352|90|16|||||accs|plur||inan||||||||||||1.0|2
1432|наблюдение|наблюдения|наблюдения|NOUN|1353|90|17|||||gent|sing|neut|inan||||||||||||1.0|2
1433|в|в|в|NOUN|1354|90|18|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
1435|тестирование результата|результат тестирование|результате тестирования|2GRM|1355|90|19|nPNC|71.0||||||||||||||||||1.0|3
1434|результат|результате|результате|NOUN|1355|90|19||||||sing|masc|inan||||||||||||1.0|9
1436|тестирование|тестирования|тестирования|NOUN|1356|90|20|||||gent|sing|neut|inan|||||||||Sgtm|||1.0|8
1437|.|.|.|PNCT|1357|90|21|PNCT|||||||||||||||||||1.0|103
1439|выявление текста|выявление текст|выявление текстов|2GRM|1358|91|1|nPNC|86.0||||||||||||||||||1.0|3
1438|выявление|выявление|выявление|NOUN|1358|91|1|||||accs|sing|neut|inan||||||||||||1.0|7
1440|текст|текстов|текстов|NOUN|1359|91|2|||||gent|plur|masc|inan||||||||||||1.0|30
1441|,|,|,|PNCT|1360|91|3|PNCT|||||||||||||||||||2.0|141
1442|не|не|не|PRCL|1361|91|4||||||||||||||||||||1.0|28
1443|подпадающий|подпадающих|подпадающих|PRTF|1362|91|5|||||gent|plur|||pres|intr||impf|||actv|||||1.0|1
1444|под|под|под|NOUN|1363|91|6|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|3
