|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|numexpress|rdeco|yotoe|case|plural|gender|animacy|cattimes|transitiv|sectransitiv|aspect|pers|catcomp|catcollat|catmood|catplural|refn|secrefn|pw|f_text|f_sent
260|через|через|через|PREP|244.0|12.0|2.0|BADW||||||||||||||||||||4|1.0
261|отключение|отключение|отключение|NOUN|245.0|12.0|3.0|||||nomn|sing|neut|inan|||||||||||||2|1.0
262|привод|привода|привода|NOUN|246.0|12.0|4.0|||||gent|sing|masc|inan|||||||||||||4|1.0
263|побортен|побортно|побортно|ADJS|247.0|12.0|5.0||||||sing|neut|||||||||||Qual||по|2|1.0
264|.|.|.|PNCT|248.0|12.0|6.0|PNCT||||||||||||||||||||157|1.0
265|слайд|слайды|Слайды|NOUN|249.0|13.0|1.0|||||nomn|plur|masc|inan|||||||||||||1|1.0
266|.|.|.|PNCT|250.0|13.0|2.0|PNCT||||||||||||||||||||157|1.0
267|вот|вот|Вот|PRCL|251.0|14.0|1.0|BADW||||||||||||||||||||8|1.0
268|такой|таких|таких|ADJF|252.0|14.0|2.0|BADW||||gent|plur||||||||||||Apro|||7|1.0
269|каток|катков|катков|NOUN|253.0|14.0|3.0|||||gent|plur|masc|inan|||||||||||||16|1.0
270|6 осей|6 осей|6 осей|NUSR|254.0|14.0|4.0|NUSR|9.0|||||||||||||||||||1|1.0
271|6|6|6|NUMB|254.0|14.0|4.0|NUMB||9.0||||||||||||||||||2|1.0
272|ось|осей|осей|NOUN|255.0|14.0|5.0|||9.0||gent|plur|femn|inan|||||||||||||4|1.0
273|можно|можно|можно|PRED|256.0|14.0|6.0|BADW||||||||||||||||||||24|1.0
274|24 штуки|24 штуки|24 штуки|NUSR|257.0|14.0|7.0|NUSR|10.0|||||||||||||||||||1|1.0
275|24|24|24|NUMB|257.0|14.0|7.0|NUMB||10.0||||||||||||||||||1|1.0
276|штука|штуки|штуки|NOUN|258.0|14.0|8.0|||10.0||gent|sing|femn|inan|||||||||||||2|1.0
277|.|.|.|PNCT|259.0|14.0|9.0|PNCT||||||||||||||||||||157|1.0
278|ширин|ширина|Ширина|NOUN|260.0|15.0|1.0|||||gent|sing|masc|inan||||||||||Geox|||4|1.0
279|бмп-3|бмп-3|БМП-3|DSNU|261.0|15.0|2.0|DSNU||||||||||||||||||||4|1.0
280|,|,|,|PNCT|262.0|15.0|3.0|PNCT||||||||||||||||||||232|1.0
281|3,14 метра|3,14 метра|3,14 метра|NUSR|263.0|15.0|4.0|NUSR|11.0|||||||||||||||||||1|1.0
282|3,14|3,14|3,14|NUSR|263.0|15.0|4.0|NUSR||11.0||||||||||||||||||1|1.0
283|метр|метра|метра|NOUN|264.0|15.0|5.0|||11.0||gent|sing|masc|inan|||||||||||||15|1.0
284|.|.|.|PNCT|265.0|15.0|6.0|PNCT||||||||||||||||||||157|1.0
285|а|а|А|CONJ|266.0|16.0|1.0|BADW||||||||||||||||||||36|2.0
286|сделать|сделать|сделать|INFN|267.0|16.0|2.0||||||||||||perf|||||||||6|1.0
287|над|надо|надо|PREP|268.0|16.0|3.0|BADW||||||||||||||||||Vpre||8|1.0
288|надо|надо|надо|PRED|268.0|16.0|3.0|||||||||||||||||||||7|1.0
289|менее|менее|менее|ADVB|269.0|16.0|4.0|BADW||||||||||||||||||||4|1.0
290|2 т|2 т|2 т|NUSR|270.0|16.0|5.0|NUSR|12.0|||||||||||||||||||1|1.0
291|2|2|2|NUMB|270.0|16.0|5.0|NUMB||12.0||||||||||||||||||14|1.0
292|т|т|т|ADJF|271.0|16.0|6.0|BADW||12.0||nomn|sing|masc||||||||||Fixd|Abbr|||7|1.0
293|,|,|,|PNCT|272.0|16.0|7.0|PNCT||||||||||||||||||||232|3.0
294|на|на|на|INTJ|273.0|16.0|8.0|BADW||||||||||||||||||||65|1.0
295|колесо|колесо|колесо|NOUN|274.0|16.0|9.0|||||nomn|sing|neut|inan|||||||||||||11|1.0
296|,|,|,|PNCT|275.0|16.0|10.0|PNCT||||||||||||||||||||232|3.0
297|чтобы|чтобы|чтобы|CONJ|276.0|16.0|11.0|BADW||||||||||||||||||||7|1.0
298|езжу|ездило|ездило|VERB|277.0|16.0|12.0||||||sing|neut||past|intr||impf||||indc|||||1|1.0
299|,|,|,|PNCT|278.0|16.0|13.0|PNCT||||||||||||||||||||232|3.0
300|а|а|а|CONJ|279.0|16.0|14.0|BADW||||||||||||||||||||36|2.0
301|не|не|не|PRCL|280.0|16.0|15.0|||||||||||||||||||||40|1.0
302|вид|вид|вид|NOUN|281.0|16.0|16.0|||||nomn|sing|masc|inan|||||||||||||4|1.0
303|делаю|делало|делало|VERB|282.0|16.0|17.0||||||sing|neut||past|tran||impf||||indc|||||3|1.0
304|.|.|.|PNCT|283.0|16.0|18.0|PNCT||||||||||||||||||||157|1.0
305|ширин|ширина|Ширина|NOUN|284.0|17.0|1.0|||||gent|sing|masc|inan||||||||||Geox|||4|1.0
306|шина|шин|шин|NOUN|285.0|17.0|2.0|||||gent|plur|femn|inan|||||||||||||16|1.0
307|менее|менее|менее|ADVB|286.0|17.0|3.0|BADW||||||||||||||||||||4|1.0
308|полметра|полуметра|полуметра|NOUN|287.0|17.0|4.0|||||gent|sing|neut|inan|||||||||Sgtm||||4|1.0
309|не|не|не|PRCL|288.0|17.0|5.0|||||||||||||||||||||40|1.0
310|.|.|.|PNCT|289.0|17.0|6.0|PNCT||||||||||||||||||||157|1.0
311|у|у|У|INTJ|290.0|18.0|1.0|BADW||||||||||||||||||||19|1.0
313|каток танка|танк каток|танка каток|2GRM|291.0|18.0|2.0|nPNC|141.0|||||||||||||||||||5|1.0
312|танк|танка|танка|NOUN|291.0|18.0|2.0|SPEC||||gent|sing|masc|inan|||||||||||||21|1.0
315|каток ширины|каток ширина|каток шириной|2GRM|292.0|18.0|3.0|nPNC|158.0|||||||||||||||||||3|1.0
314|каток|каток|каток|NOUN|292.0|18.0|3.0|||||nomn|sing|masc|inan|||||||||||||16|1.0
316|ширина|шириной|шириной|NOUN|293.0|18.0|4.0||||||sing|femn|inan|||||||||Sgtm||||10|1.0
317|более|более|более|ADVB|294.0|18.0|5.0|BADW||||||||||||||||||||5|1.0
318|полметра|полуметра|полуметра|NOUN|295.0|18.0|6.0|||||gent|sing|neut|inan|||||||||Sgtm||||4|1.0
319|,|,|,|PNCT|296.0|18.0|7.0|PNCT||||||||||||||||||||232|2.0
320|однако|однако|однако|CONJ|297.0|18.0|8.0|BADW||||||||||||||||||||5|1.0
321|для|для|для|GRND|298.0|18.0|9.0|BADW||||||||pres|tran||impf|||||||||5|1.0
323|давление грунта|давление грунт|давления грунт|2GRM|299.0|18.0|10.0|nPNC|146.0|||||||||||||||||||4|1.0
322|давление|давления|давления|NOUN|299.0|18.0|10.0|||||gent|sing|neut|inan|||||||||||||4|1.0
324|на|на|на|INTJ|300.0|18.0|11.0|BADW||||||||||||||||||||65|1.0
325|грунт|грунт|грунт|NOUN|301.0|18.0|12.0|||||nomn|sing|masc|inan|||||||||||||4|1.0
326|2 тонны|в 2 тонны|в 2 тонны|NUSR|302.0|18.0|13.0|NUSR|13.0|||||||||||||||||||2|1.0
327|в|в|в|NOUN|302.0|18.0|13.0|BADW||13.0||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|1.0
328|2|2|2|NUMB|303.0|18.0|14.0|NUMB||13.0||||||||||||||||||14|1.0
329|тонна|тонны|тонны|NOUN|304.0|18.0|15.0|||13.0||nomn|plur|femn|inan|||||||||||||18|1.0
330|над|надо|надо|PREP|305.0|18.0|16.0|BADW||||||||||||||||||Vpre||8|1.0
331|надо|надо|надо|PRED|305.0|18.0|16.0|||||||||||||||||||||7|1.0
332|что|что|что|ADVB|306.0|18.0|17.0|BADW||||||||||||||||||||25|1.0
333|то|то|то|CONJ|307.0|18.0|18.0|BADW||||||||||||||||||||19|1.0
334|решать|решать|решать|INFN|308.0|18.0|19.0||||||||||||impf|||||||||1|1.0
335|,|,|,|PNCT|309.0|18.0|20.0|PNCT||||||||||||||||||||232|2.0
336|иначе|иначе|иначе|ADVB|310.0|18.0|21.0|BADW||||||||||||||||||||1|1.0
337|весь|всё|всё|ADJF|311.0|18.0|22.0|BADW||||nomn|sing|neut|||||||||||Apro|||24|1.0
338|зря|зря|зря|ADVB|312.0|18.0|23.0|BADW||||||||||||||||||||1|1.0
339|.|.|.|PNCT|313.0|18.0|24.0|PNCT||||||||||||||||||||157|1.0
340|вот|вот|Вот|PRCL|314.0|19.0|1.0|BADW||||||||||||||||||||8|1.0
341|8*4|8*4|8*4|NUSR|315.0|19.0|2.0|NUSR||||||||||||||||||||1|1.0
342|на|на|на|INTJ|316.0|19.0|3.0|BADW||||||||||||||||||||65|1.0
343|50т|50т|50т|NUSR|317.0|19.0|4.0|NUSR||||||||||||||||||||2|1.0
344|.|.|.|PNCT|318.0|19.0|5.0|PNCT||||||||||||||||||||157|1.0
345|пусть|пусть|Пусть|CONJ|319.0|20.0|1.0|BADW||||||||||||||||||||5|1.0
346|10*4|10*4|10*4|NUSR|320.0|20.0|2.0|NUSR||||||||||||||||||||1|1.0
347|но|но|но|CONJ|321.0|20.0|3.0|BADW||||||||||||||||||||13|1.0
348|это|это|это|PRCL|322.0|20.0|4.0|BADW||||||||||||||||||||55|1.0
349|5 тонн|5 тонн|5 тонн|NUSR|323.0|20.0|5.0|NUSR|14.0|||||||||||||||||||2|1.0
350|5|5|5|NUMB|323.0|20.0|5.0|NUMB||14.0||||||||||||||||||3|1.0
351|тонна|тонн|тонн|NOUN|324.0|20.0|6.0|||14.0||gent|plur|femn|inan|||||||||||||18|1.0
352|на|на|на|INTJ|325.0|20.0|7.0|BADW||||||||||||||||||||65|1.0
354|колесо диаметра|колесо диаметр|колесо Диаметр|2GRM|326.0|20.0|8.0|nPNC|161.0|||||||||||||||||||3|1.0
353|колесо|колесо|колесо|NOUN|326.0|20.0|8.0|||||nomn|sing|neut|inan|||||||||||||11|1.0
355|.|.|.|PNCT|327.0|20.0|9.0|PNCT||||||||||||||||||||157|1.0
356|диаметр|диаметр|Диаметр|NOUN|328.0|21.0|1.0|||||nomn|sing|masc|inan|||||||||||||4|1.0
357|шина|шины|шины|NOUN|329.0|21.0|2.0|||||nomn|plur|femn|inan|||||||||||||16|1.0
358|1,2 метра|1,2 метра|1,2 метра|NUSR|330.0|21.0|3.0|NUSR|15.0|||||||||||||||||||1|1.0
359|1,2|1,2|1,2|NUSR|330.0|21.0|3.0|NUSR||15.0||||||||||||||||||2|1.0
361|метр ширины|метр ширина|метра ширина|2GRM|331.0|21.0|4.0|nPNC|164.0|||||||||||||||||||4|1.0
360|метр|метра|метра|NOUN|331.0|21.0|4.0|||15.0||gent|sing|masc|inan|||||||||||||15|2.0
362|,|,|,|PNCT|332.0|21.0|5.0|PNCT||||||||||||||||||||232|1.0
363|ширина|ширина|ширина|NOUN|333.0|21.0|6.0|||||nomn|sing|femn|inan|||||||||Sgtm||||10|1.0
364|спарка|спарки|спарки|NOUN|334.0|21.0|7.0|||||gent|sing|femn|inan|||||||||||Infr||1|1.0
365|пусть|пусть|пусть|CONJ|335.0|21.0|8.0|BADW||||||||||||||||||||5|1.0
366|0,65 метра|0,65 метра|0,65 метра|NUSR|336.0|21.0|9.0|NUSR|16.0|||||||||||||||||||1|1.0
367|0,65|0,65|0,65|NUSR|336.0|21.0|9.0|NUSR||16.0||||||||||||||||||1|1.0
368|метр|метра|метра|NOUN|337.0|21.0|10.0|||16.0||gent|sing|masc|inan|||||||||||||15|2.0
369|.|.|.|PNCT|338.0|21.0|11.0|PNCT||||||||||||||||||||157|1.0
370|то|то|То|CONJ|339.0|22.0|1.0|BADW||||||||||||||||||||19|1.0
371|есть|есть|есть|INFN|340.0|22.0|2.0|BADW|||||||||||impf|||||||||35|1.0
372|вышел|выйдет|выйдет|VERB|341.0|22.0|3.0||||||sing|||futr|intr||perf|3per|||indc|||||8|1.0
374|полная ширина|полный ширина|полная ширина|2GRM|342.0|22.0|4.0|nPNC|168.0|||||||||||||||||||3|1.0
373|полный|полная|полная|ADJF|342.0|22.0|4.0|||||nomn|sing|femn|||||||||||Qual|||9|1.0
376|метр ширины|ширина метр|ширина метра|2GRM|343.0|22.0|5.0|nPNC|165.0|||||||||||||||||||4|1.0
375|ширина|ширина|ширина|NOUN|343.0|22.0|5.0|||||nomn|sing|femn|inan|||||||||Sgtm||||10|1.0
377|3,3 метра|3,3 метра|3,3 метра|NUSR|344.0|22.0|6.0|NUSR|17.0|||||||||||||||||||1|1.0
378|3,3|3,3|3,3|NUSR|344.0|22.0|6.0|NUSR||17.0||||||||||||||||||1|1.0
379|метр|метра|метра|NOUN|345.0|22.0|7.0|||17.0||gent|sing|masc|inan|||||||||||||15|1.0
380|без|без|без|PREP|346.0|22.0|8.0|BADW||||||||||||||||||||3|1.0
381|толщина|толщины|толщины|NOUN|347.0|22.0|9.0|||||gent|sing|femn|inan|||||||||||||3|1.0
382|броня|брони|брони|NOUN|348.0|22.0|10.0|SPEC||||gent|sing|femn|inan|||||||||||||27|1.0
383|.|.|.|PNCT|349.0|22.0|11.0|PNCT||||||||||||||||||||157|1.0
384|если|если|Если|CONJ|350.0|23.0|1.0|BADW||||||||||||||||||||10|1.0
385|страмбовать|страмбовать|страмбовать|INFN|351.0|23.0|2.0||||||||||||impf||||||||с|1|1.0
386|вышел|выйдет|выйдет|VERB|352.0|23.0|3.0||||||sing|||futr|intr||perf|3per|||indc|||||8|1.0
387|24*6|24*6|24*6|NUSR|353.0|23.0|4.0|NUSR||||||||||||||||||||1|1.0
388|и|и|и|CONJ|354.0|23.0|5.0|BADW||||||||||||||||||||104|1.0
389|длинен|длинна|длинна|ADJS|355.0|23.0|6.0||||||sing|femn|||||||||||Qual|||2|1.0
390|от|от|от|PREP|356.0|23.0|7.0|BADW||||||||||||||||||||19|1.0
391|край|края|края|NOUN|357.0|23.0|8.0|||||gen1|sing|masc|inan|||||||||||||3|2.0
392|до|до|до|PREP|358.0|23.0|9.0|BADW||||||||||||||||||||12|1.0
393|край|края|края|NOUN|359.0|23.0|10.0|||||gen1|sing|masc|inan|||||||||||||3|2.0
394|колесо|колеса|колеса|NOUN|360.0|23.0|11.0|||||gent|sing|neut|inan|||||||||||||11|2.0
395|8,3 метра|8,3 метра|8,3 метра|NUSR|361.0|23.0|12.0|NUSR|18.0|||||||||||||||||||1|1.0
396|8,3|8,3|8,3|NUSR|361.0|23.0|12.0|NUSR||18.0||||||||||||||||||1|1.0
397|метр|метра|метра|NOUN|362.0|23.0|13.0|||18.0||gent|sing|masc|inan|||||||||||||15|1.0
398|,|,|,|PNCT|363.0|23.0|14.0|PNCT||||||||||||||||||||232|4.0
399|остаюсь|остаётся|Остаётся|VERB|364.0|23.0|15.0|TITL|||||sing|||pres|intr||impf|3per|||indc|||||1|1.0
400|один|одно|одно|ADJF|365.0|23.0|16.0|||||nomn|sing|neut|||||||||||Anum|||5|1.0
401|решение|решение|решение|NOUN|366.0|23.0|17.0|||||nomn|sing|neut|inan|||||||||||||2|1.0
402|,|,|,|PNCT|367.0|23.0|18.0|PNCT||||||||||||||||||||232|4.0
403|уменьшить|уменьшить|уменьшить|INFN|368.0|23.0|19.0||||||||||||perf|||||||||1|1.0
405|колесо диаметра|диаметр колесо|диаметр колеса|2GRM|369.0|23.0|20.0|nPNC|162.0|||||||||||||||||||3|1.0
404|диаметр|диаметр|диаметр|NOUN|369.0|23.0|20.0|||||nomn|sing|masc|inan|||||||||||||4|1.0
406|колесо|колеса|колеса|NOUN|370.0|23.0|21.0||||1.0|nomn|plur|neut|inan|||||||||||||11|2.0
407|,|,|,|PNCT|371.0|23.0|22.0|PNCT||||||||||||||||||||232|4.0
408|пока|пока|пока|ADVB|372.0|23.0|23.0|BADW||||||||||||||||||||3|1.0
409|что|что|что|ADVB|373.0|23.0|24.0|BADW||||||||||||||||||||25|1.0
410|нагрузка|нагрузка|нагрузка|NOUN|374.0|23.0|25.0|||||nomn|sing|femn|inan|||||||||||||1|1.0
411|разрешаемый|разрешаемая|разрешаемая|PRTF|375.0|23.0|26.0|||||nomn|sing|femn||pres|tran||impf|||pssv||||||1|1.0
412|на|на|на|INTJ|376.0|23.0|27.0|BADW||||||||||||||||||||65|1.0
413|шина|шину|шину|NOUN|377.0|23.0|28.0|||||accs|sing|femn|inan|||||||||||||16|1.0
414|4т|4т|4т|NUSR|378.0|23.0|29.0|NUSR||||||||||||||||||||1|1.0
415|,|,|,|PNCT|379.0|23.0|30.0|PNCT||||||||||||||||||||232|4.0
416|при|при|при|PREP|380.0|23.0|31.0|BADW||||||||||||||||||||13|1.0
417|фактический|фактической|фактической|ADJF|381.0|23.0|32.0|||||gent|sing|femn||||||||||||||1|1.0
418|2т|2т|2т|NUSR|382.0|23.0|33.0|NUSR||||||||||||||||||||1|1.0
419|.|.|.|PNCT|383.0|23.0|34.0|PNCT||||||||||||||||||||157|1.0
420|сделал|сделаем|Сделаем|VERB|384.0|24.0|1.0||||||sing||||tran||perf||incl||impr|||||2|1.0
421|28*7|28*7|28*7|NUSR|385.0|24.0|2.0|NUSR||||||||||||||||||||3|3.0
422|,|,|,|PNCT|386.0|24.0|3.0|PNCT||||||||||||||||||||232|1.0
423|у|у|у|INTJ|387.0|24.0|4.0|BADW||||||||||||||||||||19|1.0
424|танк|танка|танка|NOUN|388.0|24.0|5.0|SPEC||||gent|sing|masc|inan|||||||||||||21|1.0
425|при|при|при|PREP|389.0|24.0|6.0|BADW||||||||||||||||||||13|1.0
426|7 катковой|7 катковой|7 катковой|NUSR|390.0|24.0|7.0|NUSR|19.0|||||||||||||||||||1|1.0
427|7|7|7|NUMB|390.0|24.0|7.0|NUMB||19.0||||||||||||||||||6|1.0
428|катковый|катковой|катковой|ADJF|391.0|24.0|8.0|||19.0||gent|sing|femn||||||||||||||1|1.0
429|и|и|и|CONJ|392.0|24.0|9.0|BADW||||||||||||||||||||104|2.0
430|фактически|фактически|фактически|ADVB|393.0|24.0|10.0|BADW||||||||||||||||||||1|1.0
431|двойной|двойной|двойной|ADJF|394.0|24.0|11.0|||||gent|sing|femn||||||||||||||1|1.0
433|каток ширины|ширина каток|ширине катка|2GRM|395.0|24.0|12.0|nPNC|159.0|||||||||||||||||||3|2.0
432|ширина|ширине|ширине|NOUN|395.0|24.0|12.0|||||datv|sing|femn|inan|||||||||Sgtm||||10|2.0
435|каток ширины|каток ширина|катка ширины|2GRM|396.0|24.0|13.0|nPNC|160.0|||||||||||||||||||3|2.0
434|каток|катка|катка|NOUN|396.0|24.0|13.0|||||gent|sing|masc|inan|||||||||||||16|1.0
436|относителен|относительно|относительно|ADJS|397.0|24.0|14.0|BADW|||||sing|neut|||||||||||Qual|||1|1.0
437|ширина|ширины|ширины|NOUN|398.0|24.0|15.0|||||gent|sing|femn|inan|||||||||Sgtm||||10|2.0
439|шина катка|шина каток|шины каток|2GRM|399.0|24.0|16.0|nPNC|171.0|||||||||||||||||||4|1.0
438|шина|шины|шины|NOUN|399.0|24.0|16.0|||||gent|sing|femn|inan|||||||||||||16|1.0
440|28*7|и есть 28*7|и есть 28*7|NUSR|400.0|24.0|17.0|NUSR|20.0|||||||||||||||||||3|3.0
441|и|и|и|CONJ|400.0|24.0|17.0|BADW||20.0||||||||||||||||||104|2.0
442|есть|есть|есть|INFN|401.0|24.0|18.0|BADW||20.0|||||||||impf|||||||||35|1.0
443|28*7|28*7|28*7|NUSR|402.0|24.0|19.0|NUSR||20.0||||||||||||||||||3|3.0
444|.|.|.|PNCT|403.0|24.0|20.0|PNCT||||||||||||||||||||157|1.0
445|это|это|Это|PRCL|404.0|25.0|1.0|BADW||||||||||||||||||||55|1.0
446|1,78 т|1,78 т|1,78 т|NUSR|405.0|25.0|2.0|NUSR|21.0|||||||||||||||||||1|1.0
447|1,78|1,78|1,78|NUSR|405.0|25.0|2.0|NUSR||21.0||||||||||||||||||1|1.0
448|т|т|т|ADJF|406.0|25.0|3.0|BADW||21.0||nomn|sing|masc||||||||||Fixd|Abbr|||7|1.0
449|на|на|на|INTJ|407.0|25.0|4.0|BADW||||||||||||||||||||65|1.0
450|каток|каток|каток|NOUN|408.0|25.0|5.0|||||nomn|sing|masc|inan|||||||||||||16|1.0
451|.|.|.|PNCT|409.0|25.0|6.0|PNCT||||||||||||||||||||157|1.0
452|диаметр|диаметр|Диаметр|NOUN|410.0|26.0|1.0|||||nomn|sing|masc|inan|||||||||||||4|1.0
454|каток танка|каток танк|катков танка|2GRM|411.0|26.0|2.0|nPNC|142.0|||||||||||||||||||5|1.0
453|каток|катков|катков|NOUN|411.0|26.0|2.0|||||gent|plur|masc|inan|||||||||||||16|1.0
455|у|у|у|INTJ|412.0|26.0|3.0|BADW||||||||||||||||||||19|1.0
456|танк|танка|танка|NOUN|413.0|26.0|4.0|SPEC||||gent|sing|masc|inan|||||||||||||21|2.0
457|750-630|750-630|750-630|NUSR|414.0|26.0|5.0|NUSR||||||||||||||||||||1|1.0
458|,|,|,|PNCT|415.0|26.0|6.0|PNCT||||||||||||||||||||232|1.0
459|бывает|бывает|бывает|CONJ|416.0|26.0|7.0|BADW||||||||||||||||||||1|1.0
460|много|много|много|ADVB|417.0|26.0|8.0|BADW||||||||||||||||||||4|1.0
461|меньше|меньше|меньше|COMP|418.0|26.0|9.0|||||||||||||||||||||4|1.0
462|на|на|на|INTJ|419.0|26.0|10.0|BADW||||||||||||||||||||65|1.0
463|тяжёлый|тяжёлых|тяжёлых|ADJF|420.0|26.0|11.0|||||gent|plur||||||||||||Qual|||1|1.0
464|танк|танках|танках|NOUN|421.0|26.0|12.0|SPEC|||||plur|masc|inan|||||||||||||21|2.0
465|.|.|.|PNCT|422.0|26.0|13.0|PNCT||||||||||||||||||||157|1.0
466|что|что|Что|ADVB|423.0|27.0|1.0|BADW||||||||||||||||||||25|1.0
467|важен|важно|важно|ADJS|424.0|27.0|2.0|BADW|||||sing|neut|||||||||||Qual|||3|1.0
468|они|они|они|NPRO|425.0|27.0|3.0|BADW||||nomn|plur|||||||3per||||||Anph||8|1.0
469|там|там|там|ADVB|426.0|27.0|4.0|BADW||||||||||||||||||||17|1.0
470|весь|все|все|ADJF|427.0|27.0|5.0|BADW||||nomn|plur||||||||||||Apro|||24|1.0
471|умещаюсь|умещаются|умещаются|VERB|428.0|27.0|6.0||||||plur|||pres|intr||impf|3per|||indc|||||1|1.0
472|в|в|в|NOUN|429.0|27.0|7.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|1.0
473|куда|куда|куда|ADVB|430.0|27.0|8.0|BADW||||||||||||||||||||4|1.0
474|меньший|меньший|меньший|ADJF|431.0|27.0|9.0|||||nomn|sing|masc|||||||||||Qual|||2|1.0
475|габарит|габарит|габарит|NOUN|432.0|27.0|10.0|||||nomn|sing|masc|inan|||||||||||||4|1.0
476|.|.|.|PNCT|433.0|27.0|11.0|PNCT||||||||||||||||||||157|1.0
477|если|если|Если|CONJ|434.0|28.0|1.0|BADW||||||||||||||||||||10|1.0
478|это|это|это|PRCL|435.0|28.0|2.0|BADW||||||||||||||||||||55|1.0
479|выгляжу|выглядит|выглядит|VERB|436.0|28.0|3.0||||||sing|||pres|intr||impf|3per|||indc|||||1|1.0
480|странный|странным|странным|ADJF|437.0|28.0|4.0||||||sing|masc|||||||||||Qual|||1|1.0
481|1,2 то|с шиной 1,2 то|с шиной 1,2 то|NUSR|438.0|28.0|5.0|NUSR|22.0|||||||||||||||||||1|1.0
482|с|с|с|NOUN|438.0|28.0|5.0|BADW||22.0||nomn|sing|femn|inan|||||||||Fixd|Abbr|||27|2.0
483|шина|шиной|шиной|NOUN|439.0|28.0|6.0|||22.0|||sing|femn|inan|||||||||||||16|1.0
484|1,2|1,2|1,2|NUSR|440.0|28.0|7.0|NUSR||22.0||||||||||||||||||2|1.0
485|то|то|то|CONJ|441.0|28.0|8.0|BADW||22.0||||||||||||||||||19|1.0
487|каток танка|танк каток|танк катками|2GRM|442.0|28.0|9.0|nPNC|143.0|||||||||||||||||||5|1.0
486|танк|танк|танк|NOUN|442.0|28.0|9.0|SPEC||||nomn|sing|masc|inan|||||||||||||21|1.0
488|как|как|как|ADVB|443.0|28.0|10.0|BADW||||||||||||||||||||21|1.0
489|раз|раз|раз|ADVB|444.0|28.0|11.0|BADW||||||||||||||||||||12|1.0
490|0,75|с катками 0,75|с катками 0,75|NUSR|445.0|28.0|12.0|NUSR|23.0|||||||||||||||||||2|2.0
491|с|с|с|NOUN|445.0|28.0|12.0|BADW||23.0||nomn|sing|femn|inan|||||||||Fixd|Abbr|||27|2.0
492|каток|катками|катками|NOUN|446.0|28.0|13.0|||23.0|||plur|masc|inan|||||||||||||16|1.0
493|0,75|0,75|0,75|NUSR|447.0|28.0|14.0|NUSR||23.0||||||||||||||||||2|2.0
494|.|.|.|PNCT|448.0|28.0|15.0|PNCT||||||||||||||||||||157|1.0
495|то|то|То|CONJ|449.0|29.0|1.0|BADW||||||||||||||||||||19|1.0
496|есть|есть|есть|INFN|450.0|29.0|2.0|BADW|||||||||||impf|||||||||35|1.0
497|в|в|в|NOUN|451.0|29.0|3.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|1.0
